sex,age,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,is_recid,jailtime
Male,26,Caucasian,0,0,0,4,F,0,1
Male,53,African-American,0,0,0,4,F,0,2
Female,20,African-American,0,0,0,0,F,0,1
Female,28,Caucasian,0,0,0,0,M,0,1
Male,38,Hispanic,0,0,0,2,M,0,29
Male,27,African-American,0,1,0,9,F,1,2
Male,55,Caucasian,0,0,0,0,F,0,1
Male,59,Caucasian,0,0,0,0,F,0,1
Male,22,African-American,1,0,0,1,M,0,2
Male,32,Other,0,0,0,0,F,0,4
Female,34,African-American,0,0,0,1,F,0,2
Male,55,Caucasian,0,0,0,1,M,0,4
Male,24,Hispanic,0,0,0,2,F,1,92
Female,47,African-American,0,1,1,21,M,1,22
Male,41,Other,0,0,0,0,M,0,0
Male,41,Hispanic,0,0,0,0,F,0,1
Male,61,African-American,0,0,0,12,F,0,242
Female,34,Caucasian,0,0,0,0,M,0,1
Male,57,African-American,0,0,0,3,F,0,2
Female,38,Caucasian,0,0,0,2,M,0,1
Male,25,Caucasian,4,0,1,13,F,1,5
Male,72,African-American,0,0,0,8,F,0,3
Male,23,African-American,0,0,0,0,F,1,1
Male,29,African-American,0,0,0,0,M,0,1
Male,23,Caucasian,0,0,0,3,F,0,10
Male,24,African-American,0,0,0,1,F,0,1
Male,20,African-American,0,0,0,0,F,0,1
Male,44,Caucasian,0,0,0,1,F,0,1
Female,38,Caucasian,0,0,0,1,M,0,2
Male,56,African-American,0,0,0,5,F,1,598
Male,43,Caucasian,0,0,0,2,F,1,5
Male,22,African-American,0,0,0,0,F,1,150
Female,41,Caucasian,0,0,0,11,F,0,509
Male,31,African-American,0,0,0,6,F,1,53
Male,32,Other,0,0,0,0,F,0,1
Male,29,African-American,0,0,0,0,F,0,1
Male,22,African-American,0,0,0,1,F,1,103
Male,23,African-American,0,0,0,3,F,1,44
Male,24,Caucasian,0,0,1,1,F,0,2
Male,45,Other,0,0,0,0,M,0,0
Male,35,Caucasian,0,0,0,10,F,0,390
Male,21,African-American,0,1,0,2,F,0,1
Female,29,African-American,0,0,0,0,M,0,1
Male,54,African-American,0,0,0,10,F,0,432
Female,51,Caucasian,0,0,0,0,M,1,1
Male,36,Hispanic,1,0,0,2,M,1,1
Male,25,African-American,0,0,0,1,F,0,0
Male,61,African-American,0,0,0,3,F,0,8
Male,24,Caucasian,0,0,1,2,F,0,1
Male,39,Caucasian,0,0,0,3,F,0,2
Male,46,Hispanic,0,0,0,13,F,0,142
Male,62,African-American,0,0,0,22,F,1,33
Female,36,Caucasian,0,0,0,0,F,0,2
Male,25,African-American,0,0,0,0,F,1,1
Male,27,Caucasian,0,0,0,2,F,0,2
Female,22,Caucasian,0,0,0,3,F,1,3
Female,34,Caucasian,0,0,0,9,M,1,1
Male,41,Caucasian,0,0,0,3,F,0,89
Male,30,African-American,0,0,0,8,F,0,1
Male,37,Hispanic,0,0,0,1,F,0,2
Male,57,Hispanic,0,0,0,3,F,0,77
Male,21,Caucasian,0,0,0,0,F,1,2
Male,51,Caucasian,0,0,0,3,O,1,1
Female,39,Caucasian,0,0,0,2,F,1,1
Female,37,African-American,0,0,0,0,F,0,233
Male,43,African-American,0,0,0,8,F,1,1
Male,31,African-American,0,0,0,1,F,0,4
Male,31,Caucasian,0,0,0,1,F,0,238
Male,46,Caucasian,0,0,0,0,M,0,1
Male,23,Other,0,0,0,1,F,0,448
Male,22,African-American,0,0,0,0,M,1,1
Female,28,African-American,0,0,0,4,F,0,2
Female,38,Hispanic,0,0,0,0,M,0,1
Male,43,Caucasian,0,0,0,0,F,1,1
Male,27,Caucasian,0,0,0,7,F,1,1
Male,27,Other,0,0,0,0,F,1,54
Female,58,Hispanic,0,0,0,1,F,0,8
Male,31,Caucasian,0,0,0,1,F,1,1
Male,53,Caucasian,0,0,0,3,F,0,2
Female,28,African-American,0,0,0,0,M,0,1
Male,58,Caucasian,0,0,0,3,M,0,1
Male,22,Caucasian,0,0,0,0,F,1,6
Male,38,African-American,0,0,0,0,M,0,1
Male,31,African-American,0,0,0,5,F,1,2
Male,33,African-American,0,0,0,0,F,0,40
Male,26,African-American,0,0,0,6,M,1,1
Male,59,Caucasian,0,0,0,4,M,0,19
Female,23,African-American,0,1,0,1,M,0,0
Male,68,Caucasian,0,0,0,1,F,0,5
Male,38,African-American,0,0,0,1,F,0,50
Male,32,Caucasian,0,0,0,11,F,0,141
Female,19,Hispanic,0,0,0,0,M,0,2
Male,22,Caucasian,0,0,0,0,F,0,1
Female,35,African-American,0,0,0,2,F,0,1
Male,47,Caucasian,0,0,0,1,F,1,82
Female,39,Other,0,0,0,2,F,0,1
Male,31,Hispanic,0,0,0,0,F,0,5
Male,35,Hispanic,0,0,0,2,F,0,14
Male,29,African-American,0,0,1,17,F,1,1
Female,54,Caucasian,0,0,0,1,M,0,4
Male,29,Caucasian,0,0,0,0,F,0,90
Female,28,Other,0,0,0,0,M,1,1
Male,51,African-American,0,0,0,17,F,1,1
Female,44,Hispanic,0,0,0,0,M,0,0
Female,36,African-American,0,0,0,0,M,0,1
Male,35,Caucasian,0,0,0,3,M,1,10
Male,51,Caucasian,0,0,0,1,M,0,51
Female,43,Caucasian,0,0,0,1,F,0,1
Male,20,African-American,0,0,1,1,F,1,1
Male,25,African-American,0,0,0,0,F,0,2
Male,29,African-American,0,0,0,2,M,0,1
Male,31,Hispanic,0,0,0,0,F,1,0
Male,20,African-American,0,0,0,0,M,0,1
Male,39,Caucasian,0,0,0,0,M,0,0
Male,30,African-American,0,0,0,1,F,1,132
Female,23,African-American,0,0,0,0,F,0,0
Female,23,African-American,0,0,0,1,F,0,1
Female,37,Hispanic,0,0,0,0,M,0,1
Male,29,African-American,0,0,0,0,M,0,1
Male,30,African-American,0,0,0,21,F,1,1
Male,33,African-American,0,0,3,18,F,1,1
Male,20,Hispanic,0,0,0,0,M,1,1
Female,61,African-American,0,0,0,1,F,0,52
Female,26,African-American,0,0,0,0,F,0,2
Male,44,Hispanic,0,0,0,1,M,0,1
Male,30,African-American,0,1,0,9,F,1,8
Male,23,African-American,0,0,0,1,F,0,36
Male,45,Other,0,0,0,2,F,0,30
Female,27,African-American,0,0,0,0,F,1,1
Male,38,African-American,0,1,0,10,M,0,1
Male,42,African-American,0,0,0,1,F,0,2
Male,31,African-American,0,0,0,0,F,0,1
Male,23,African-American,0,0,0,2,F,1,6
Male,25,African-American,0,0,0,1,M,0,1
Male,31,Caucasian,0,0,0,1,F,1,39
Male,43,African-American,0,0,0,1,M,1,5
Male,53,Caucasian,0,0,0,1,F,0,18
Male,39,Caucasian,0,0,0,0,F,0,6
Male,48,African-American,0,0,0,0,M,0,1
Male,31,African-American,0,0,0,0,M,0,4
Male,22,Caucasian,0,0,0,3,F,1,142
Female,33,African-American,0,0,0,0,F,0,2
Male,21,Caucasian,0,1,0,1,F,1,6
Male,23,African-American,0,0,0,1,F,1,120
Female,29,Caucasian,0,0,0,0,F,0,28
Male,66,Caucasian,0,0,0,1,M,0,1
Male,62,Caucasian,0,0,0,2,F,0,3
Male,32,Hispanic,0,0,0,0,F,0,83
Female,56,African-American,0,0,0,1,F,1,1
Male,29,African-American,0,0,0,1,F,0,5
Female,24,African-American,0,0,0,4,F,1,2
Female,44,Caucasian,0,0,0,0,M,0,1
Male,54,Other,0,0,0,1,F,0,1
Male,22,African-American,0,1,0,2,F,1,2
Female,28,African-American,0,0,0,4,F,1,2
Male,30,African-American,0,0,0,0,F,0,0
Male,32,Caucasian,0,0,0,1,M,1,1
Male,51,Caucasian,0,0,0,3,F,0,17
Male,33,African-American,0,0,0,0,F,0,2
Male,21,African-American,0,0,0,0,F,0,3
Male,48,African-American,0,0,0,14,F,0,1
Male,28,African-American,0,0,0,10,F,0,2
Male,21,African-American,0,0,0,2,F,1,18
Male,26,Caucasian,0,1,0,7,M,0,53
Male,27,African-American,0,0,0,3,F,1,9
Male,20,Caucasian,0,0,0,0,F,0,1
Male,28,Hispanic,0,0,0,0,F,0,0
Female,31,African-American,0,0,0,0,F,0,2
Male,33,African-American,0,0,0,0,M,1,1
Male,40,African-American,0,0,0,4,F,0,1
Female,49,Caucasian,0,0,0,2,F,0,1
Male,44,Caucasian,0,0,0,23,F,0,10
Female,41,Other,0,0,0,2,F,0,16
Male,49,African-American,0,0,0,0,F,0,242
Male,20,Caucasian,0,0,5,0,M,0,1
Male,31,African-American,0,0,1,10,F,1,182
Male,50,Other,0,0,0,3,F,0,0
Male,23,Caucasian,0,0,0,1,F,0,0
Male,25,African-American,0,0,0,5,F,1,49
Female,33,Hispanic,0,0,0,0,F,0,1
Male,32,Caucasian,0,0,0,0,F,0,2
Male,56,Caucasian,0,0,0,0,M,0,1
Male,23,African-American,0,1,0,4,F,1,193
Male,26,Caucasian,0,0,0,0,M,0,3
Female,45,Asian,0,0,0,6,F,1,2
Male,41,Other,0,0,0,0,F,0,1
Male,28,Caucasian,0,0,0,1,M,0,1
Female,28,African-American,0,0,0,13,F,1,32
Male,39,Caucasian,0,0,0,0,F,1,2
Male,59,Hispanic,0,0,0,1,F,1,1
Male,52,African-American,0,0,0,4,M,0,5
Male,24,Hispanic,0,0,0,0,F,0,439
Male,22,Caucasian,0,0,0,1,F,0,1
Male,36,Hispanic,0,0,0,1,M,0,4
Female,40,Other,0,0,0,1,F,0,275
Male,54,Hispanic,0,0,0,5,F,0,94
Male,32,Caucasian,0,0,0,0,F,1,3
Male,54,African-American,0,0,0,3,M,0,66
Male,30,African-American,0,0,0,2,F,1,2
Male,35,African-American,0,0,0,3,F,0,2
Male,43,African-American,0,0,0,23,F,0,1
Male,26,African-American,0,0,0,0,M,0,45
Male,55,African-American,0,0,0,18,M,0,1
Female,21,African-American,0,0,0,0,M,1,1
Male,25,African-American,0,0,0,2,M,1,5
Male,26,Hispanic,1,0,0,1,F,1,222
Male,22,African-American,0,0,0,0,F,0,0
Male,52,Hispanic,0,0,0,4,F,0,71
Male,32,Caucasian,0,0,0,1,M,0,1
Female,19,African-American,0,0,0,0,M,0,2
Male,61,African-American,0,0,0,20,M,1,31
Male,24,Caucasian,0,0,2,2,F,0,33
Female,26,Caucasian,0,0,0,2,F,1,0
Female,34,African-American,0,0,0,6,F,0,1
Male,45,African-American,1,0,0,12,M,1,4
Male,22,African-American,0,0,0,1,F,1,58
Male,54,African-American,0,0,0,4,F,1,1
Male,51,African-American,0,0,0,8,M,0,26
Male,28,African-American,0,0,0,0,F,0,1
Male,22,African-American,0,0,0,2,F,0,221
Female,26,Caucasian,0,0,0,4,F,0,241
Male,23,Caucasian,0,0,0,0,F,0,1
Female,22,African-American,0,0,0,4,F,0,13
Male,24,Hispanic,0,0,0,1,M,0,0
Male,26,Caucasian,0,0,0,0,F,0,76
Male,30,Caucasian,0,0,0,0,F,1,1
Female,38,Caucasian,0,0,0,10,F,0,55
Male,25,African-American,0,0,0,0,M,1,1
Male,25,Caucasian,0,0,0,2,F,0,9
Male,28,Caucasian,0,0,0,2,F,0,1
Female,32,African-American,0,0,0,0,M,1,0
Male,35,African-American,0,0,0,7,F,0,29
Male,49,African-American,0,0,0,0,M,1,4
Male,36,Caucasian,0,0,0,5,F,1,1
Male,33,African-American,0,0,0,16,M,1,33
Male,30,Other,0,0,0,1,F,0,2
Female,23,Caucasian,0,0,0,1,M,0,4
Female,58,Caucasian,0,0,0,1,M,0,0
Male,22,African-American,0,0,0,2,F,1,14
Male,28,Caucasian,0,0,0,2,F,1,2
Male,25,Caucasian,0,0,0,1,M,0,5
Male,28,Hispanic,0,0,0,0,M,1,0
Male,26,African-American,0,1,0,6,F,1,4
Male,28,African-American,0,0,0,9,F,0,7
Female,36,Caucasian,0,0,0,3,F,1,1
Male,23,Caucasian,0,0,0,0,F,0,1
Male,22,African-American,0,0,0,0,F,1,1
Male,25,African-American,0,1,0,10,F,1,261
Male,26,African-American,0,0,0,0,F,0,2
Male,25,African-American,0,0,0,1,F,0,0
Male,26,Caucasian,0,0,0,7,F,1,0
Female,27,African-American,0,0,0,0,F,0,33
Male,40,Native American,0,0,0,2,M,0,1
Male,28,African-American,0,0,0,0,M,1,1
Male,38,Caucasian,0,0,0,1,F,0,126
Male,56,African-American,0,0,0,1,F,0,1
Male,51,Caucasian,0,0,0,3,F,0,86
Male,36,African-American,0,0,0,0,F,0,280
Male,51,Caucasian,0,0,0,0,M,0,2
Female,22,African-American,0,0,0,1,M,0,1
Male,25,African-American,0,0,0,6,F,0,2
Female,43,African-American,0,0,0,3,F,0,134
Female,35,African-American,2,0,0,9,F,0,174
Male,24,Caucasian,0,0,0,0,M,1,1
Male,66,African-American,0,0,0,5,M,1,25
Male,27,African-American,0,0,0,6,M,1,1
Male,33,Caucasian,0,0,0,7,F,0,3
Male,30,African-American,0,1,2,12,F,0,90
Male,22,Caucasian,0,1,0,2,F,1,1
Male,43,Caucasian,0,0,0,2,F,0,41
Male,30,Caucasian,0,1,1,5,M,0,91
Male,22,African-American,0,0,0,2,F,0,50
Male,28,Hispanic,0,0,0,0,M,0,87
Male,55,Caucasian,0,0,0,2,F,0,1
Male,31,African-American,0,0,0,4,M,1,48
Female,23,Caucasian,0,0,0,4,M,1,133
Male,26,African-American,0,0,0,0,F,0,0
Female,27,Caucasian,0,0,0,0,M,1,0
Male,31,African-American,0,0,0,8,F,1,1
Male,61,African-American,0,0,0,29,F,1,19
Male,25,Caucasian,0,0,1,3,F,0,8
Female,52,Caucasian,0,0,0,0,M,0,1
Male,20,Caucasian,0,0,0,0,F,0,1
Male,35,Hispanic,0,0,0,0,F,0,1
Male,58,Caucasian,0,0,0,0,F,0,4
Female,24,Caucasian,0,0,0,0,F,0,1
Male,49,Caucasian,0,0,0,2,M,0,22
Male,50,African-American,1,0,0,13,M,1,60
Male,57,Other,0,0,0,0,F,0,7
Male,40,African-American,0,0,0,0,M,0,46
Male,31,African-American,0,0,0,12,F,0,1
Male,19,African-American,0,0,0,0,F,0,1
Female,23,Other,0,0,0,1,M,0,2
Male,38,Caucasian,0,0,0,2,F,0,1
Male,22,African-American,0,0,0,1,F,0,63
Male,53,Caucasian,0,0,0,0,F,0,1
Male,26,Hispanic,0,0,0,1,M,0,1
Male,25,African-American,2,3,0,8,F,0,185
Male,20,African-American,0,0,0,3,F,1,21
Male,34,African-American,0,0,0,2,F,0,1
Male,25,African-American,0,0,0,11,M,1,30
Female,24,Caucasian,0,0,0,0,F,0,1
Male,29,African-American,0,0,0,2,M,0,31
Male,24,Other,0,0,0,4,F,1,40
Male,49,Caucasian,0,0,0,4,M,1,17
Male,27,African-American,0,0,0,15,F,1,30
Male,23,Other,0,0,0,0,F,0,1
Male,28,African-American,0,0,0,10,F,1,20
Male,55,Caucasian,0,0,0,0,F,0,1
Male,47,Caucasian,0,0,0,3,M,1,13
Male,55,African-American,0,0,0,10,M,1,4
Male,22,African-American,0,0,0,0,F,1,1
Male,51,Hispanic,0,0,0,1,F,0,0
Male,32,African-American,0,0,0,9,F,1,112
Male,55,Caucasian,0,0,0,0,F,1,1
Male,55,African-American,0,0,0,9,F,0,1
Male,23,African-American,0,0,0,3,M,0,6
Male,54,Caucasian,0,0,0,2,F,1,29
Male,40,Asian,0,0,0,0,F,0,20
Male,39,Hispanic,0,0,0,1,M,0,0
Male,27,African-American,0,0,0,0,M,1,1
Male,36,Caucasian,0,0,0,4,M,1,12
Female,29,African-American,0,0,0,5,F,1,1
Female,45,Caucasian,0,0,0,0,M,0,1
Male,25,Other,0,0,0,2,M,0,64
Male,34,Caucasian,0,0,0,3,M,0,2
Male,34,African-American,0,0,0,6,F,0,2
Male,40,Caucasian,0,0,0,4,F,1,33
Male,38,African-American,0,0,0,7,F,1,7
Male,60,Caucasian,0,0,0,0,F,0,1
Male,27,African-American,0,0,0,9,F,0,13
Male,57,Caucasian,0,0,0,3,F,0,31
Male,26,African-American,0,0,0,3,F,1,13
Male,21,African-American,0,0,0,0,F,0,2
Female,37,African-American,0,0,0,0,F,0,1
Male,41,Caucasian,0,0,0,1,F,0,1
Female,33,Other,0,0,0,0,F,0,1
Male,57,African-American,0,0,0,1,F,0,1
Male,34,African-American,0,0,0,3,M,0,1
Male,29,African-American,0,0,0,1,F,1,1
Male,51,Hispanic,0,0,0,1,F,0,8
Female,37,Caucasian,0,0,0,2,M,0,19
Male,45,Hispanic,0,0,0,8,F,0,1
Male,22,Caucasian,0,0,0,1,F,1,8
Female,22,African-American,0,0,0,0,M,1,1
Male,42,African-American,0,1,0,5,F,1,0
Male,21,African-American,0,0,0,0,M,0,45
Male,56,Caucasian,0,0,0,1,M,0,1
Male,48,African-American,0,0,0,4,F,0,1
Male,27,Hispanic,0,0,0,1,M,0,1
Male,27,Caucasian,0,0,0,2,F,1,7
Male,34,Hispanic,0,0,0,1,F,0,4
Male,23,African-American,0,0,1,5,F,1,1
Male,46,African-American,0,0,0,1,F,0,1
Male,47,African-American,0,0,0,3,F,1,11
Male,33,African-American,0,1,0,6,M,1,2
Male,58,Caucasian,0,0,0,1,F,0,2
Male,27,African-American,0,0,0,1,F,0,29
Female,33,African-American,0,0,0,1,F,0,1
Female,40,African-American,0,0,0,2,M,0,101
Female,37,Caucasian,0,0,0,1,M,0,14
Male,32,Caucasian,0,0,0,0,F,0,1
Male,22,Caucasian,0,0,0,0,F,1,1
Male,39,Caucasian,0,0,0,2,F,0,8
Female,20,African-American,0,0,0,1,F,0,1
Male,50,African-American,0,0,0,16,M,0,300
Female,23,African-American,0,0,0,3,F,1,37
Male,35,Caucasian,0,0,1,1,F,0,0
Male,22,Hispanic,0,0,0,0,M,0,1
Male,43,African-American,0,0,0,7,F,1,2
Male,67,Caucasian,0,0,0,5,F,0,1
Male,37,Hispanic,0,0,0,4,M,0,1
Male,19,African-American,0,0,0,0,M,0,1
Male,26,African-American,0,0,0,2,F,1,1
Male,60,Hispanic,0,0,0,0,F,0,1
Female,39,Caucasian,0,0,0,1,F,0,7
Male,36,African-American,0,0,1,16,M,1,1
Male,21,Caucasian,0,0,0,0,M,1,1
Female,28,Hispanic,0,0,0,1,F,1,1
Female,22,Caucasian,0,0,0,0,F,0,1
Female,70,Other,0,0,0,0,F,0,1
Male,23,African-American,0,0,0,1,F,0,2
Male,53,African-American,0,0,0,6,F,1,1
Male,37,Caucasian,0,0,0,0,F,0,1
Male,21,African-American,0,0,0,1,F,1,2
Male,28,African-American,0,0,0,1,F,0,1
Male,21,African-American,0,0,0,1,F,0,157
Male,32,Caucasian,1,0,1,2,F,0,1
Male,56,African-American,0,0,0,0,F,0,6
Male,30,Caucasian,0,0,0,3,M,0,1
Male,27,Caucasian,0,0,0,0,F,1,47
Male,37,Hispanic,0,0,0,6,F,1,1
Male,27,African-American,1,0,0,13,F,0,33
Male,43,African-American,0,0,0,12,F,0,2
Male,27,African-American,0,0,0,1,F,0,2
Male,41,African-American,0,0,1,7,M,1,1
Female,26,African-American,0,0,0,2,F,0,137
Male,37,Caucasian,0,0,0,2,F,0,1
Female,30,African-American,0,0,0,7,M,1,1
Female,52,Caucasian,0,0,0,7,F,0,13
Male,32,African-American,0,1,3,7,F,1,1
Male,26,Caucasian,0,0,0,7,F,0,1
Male,32,African-American,0,0,0,3,F,0,1
Male,43,Caucasian,0,1,0,4,M,0,1
Male,59,Caucasian,0,0,0,0,M,0,1
Female,34,Caucasian,0,0,0,5,F,1,1
Male,46,African-American,0,0,0,3,F,0,2
Male,24,African-American,0,0,0,1,F,1,1
Male,32,African-American,0,0,1,7,F,1,51
Male,43,Caucasian,0,0,0,6,F,1,10
Male,50,Caucasian,0,0,0,3,F,0,12
Male,30,Caucasian,3,0,0,4,F,1,96
Male,36,Caucasian,0,0,0,6,F,0,22
Male,44,African-American,0,0,0,4,F,0,191
Male,37,African-American,0,0,0,3,M,0,1
Male,25,Hispanic,0,0,0,3,M,0,1
Male,31,African-American,1,1,1,12,F,1,291
Male,37,Hispanic,0,0,0,1,F,0,2
Male,21,Caucasian,0,0,0,1,F,0,27
Male,75,Hispanic,0,0,0,1,F,0,102
Male,40,Caucasian,0,0,0,3,M,0,40
Female,53,Caucasian,0,0,0,0,M,0,0
Male,31,Other,0,0,0,6,M,1,1
Male,33,African-American,0,0,0,4,M,0,1
Male,23,African-American,1,0,0,2,F,1,1
Female,22,African-American,0,0,0,0,M,0,1
Male,27,African-American,0,0,0,2,M,1,1
Male,27,African-American,0,0,0,3,F,0,1
Male,25,African-American,0,0,0,5,M,1,4
Male,24,Caucasian,0,0,0,2,F,0,1
Female,24,African-American,0,0,0,2,F,1,3
Female,26,African-American,0,0,0,1,F,0,2
Female,35,African-American,0,0,0,0,F,0,41
Female,26,African-American,0,0,0,3,F,1,1
Male,26,African-American,0,0,1,7,M,1,3
Male,20,Caucasian,0,0,0,0,F,1,2
Male,27,African-American,0,0,0,4,M,1,0
Male,40,African-American,0,0,0,5,F,0,144
Male,24,Caucasian,0,0,0,1,F,1,1
Male,26,African-American,0,0,0,8,F,1,1
Male,26,Caucasian,0,0,0,5,M,0,6
Male,54,Hispanic,0,0,0,0,F,1,1
Male,39,Caucasian,0,0,0,0,M,0,2
Male,36,African-American,0,0,0,6,F,0,32
Female,33,Caucasian,0,0,0,5,M,1,20
Male,64,African-American,0,0,0,13,M,0,1
Male,24,Caucasian,0,0,0,0,F,0,1
Male,29,African-American,0,0,0,4,F,0,19
Male,35,African-American,0,0,0,29,F,0,32
Female,57,Caucasian,0,0,0,0,M,0,1
Female,46,Caucasian,0,0,0,0,M,0,2
Male,56,African-American,0,0,0,16,F,0,1
Female,39,Caucasian,0,0,0,1,M,0,1
Male,31,African-American,0,0,0,0,M,0,1
Female,39,Caucasian,0,0,0,0,M,0,0
Male,68,Caucasian,0,0,0,4,M,0,11
Male,25,Caucasian,0,0,0,0,F,0,1
Female,22,African-American,0,0,0,5,F,1,19
Male,28,African-American,0,0,0,1,M,1,1
Male,39,African-American,0,0,0,19,M,1,1
Male,38,Caucasian,0,0,0,0,M,0,1
Male,31,African-American,0,0,0,12,F,0,2
Female,25,African-American,0,0,0,3,M,0,1
Male,25,Caucasian,0,0,1,2,F,0,1
Male,21,African-American,0,0,0,3,F,1,10
Male,31,Caucasian,0,0,0,2,F,0,16
Male,35,African-American,2,0,0,4,F,0,2
Male,33,African-American,0,0,0,3,F,1,7
Male,26,African-American,0,0,0,20,F,1,44
Male,30,African-American,0,0,0,6,F,0,2
Female,35,African-American,0,0,0,13,F,0,2
Male,34,African-American,0,6,1,19,M,0,1
Male,41,Other,0,0,0,31,F,1,242
Male,25,Other,0,0,0,1,F,0,1
Male,57,Other,0,0,0,0,M,0,1
Female,42,African-American,0,0,0,1,F,0,1
Male,26,African-American,1,2,0,9,F,1,2
Male,24,Caucasian,0,0,0,1,F,0,38
Male,36,African-American,0,0,0,2,F,1,3
Male,41,African-American,1,1,0,24,F,1,1
Male,27,Caucasian,0,0,0,0,F,0,1
Female,58,Other,0,0,0,0,F,1,1
Male,22,Other,0,0,0,1,F,0,5
Male,29,African-American,0,0,6,6,M,0,36
Male,45,Caucasian,0,0,0,3,F,1,0
Male,36,Caucasian,0,0,0,1,F,0,1
Male,34,Caucasian,0,0,0,5,F,1,1
Male,50,Hispanic,0,0,0,0,M,0,0
Male,25,Caucasian,0,1,0,6,F,1,0
Male,26,African-American,0,0,0,0,F,0,1
Male,24,African-American,0,0,0,2,M,1,1
Male,27,African-American,0,0,0,2,F,0,83
Male,30,Caucasian,0,0,1,2,M,1,0
Male,22,Caucasian,0,2,0,3,F,1,1
Male,27,African-American,0,0,0,0,F,0,1
Male,20,Other,0,0,0,0,F,1,1
Male,41,African-American,0,0,0,19,F,1,48
Male,30,Caucasian,0,0,0,0,F,0,1
Female,26,Caucasian,0,0,0,2,F,0,0
Male,24,African-American,0,0,0,3,F,1,76
Male,39,African-American,0,0,0,0,M,1,1
Male,32,African-American,0,0,0,6,F,1,35
Female,45,Caucasian,0,0,0,3,F,0,479
Female,32,African-American,0,0,0,3,F,1,1
Female,29,Caucasian,0,0,0,0,F,1,343
Male,37,Other,0,0,0,0,F,1,1
Male,26,African-American,0,1,0,24,F,1,0
Male,24,African-American,0,0,0,2,F,1,1
Male,30,Caucasian,0,0,0,2,F,0,2
Male,30,Other,0,0,0,2,F,0,1
Male,20,African-American,1,1,1,4,F,1,376
Male,25,African-American,0,0,1,1,M,1,1
Female,31,Caucasian,0,0,0,0,F,1,1
Male,25,African-American,0,0,0,0,M,1,0
Male,41,Caucasian,0,0,0,0,F,1,1
Male,25,Caucasian,0,0,0,0,F,0,1
Male,25,African-American,0,0,0,2,F,1,1
Male,22,African-American,0,0,0,1,F,1,0
Male,33,Caucasian,0,0,0,0,M,0,1
Female,25,African-American,0,0,0,0,F,0,5
Male,38,African-American,0,0,0,0,M,0,1
Male,55,African-American,0,0,0,0,F,0,2
Male,34,Caucasian,0,0,0,4,F,0,53
Male,40,Hispanic,0,0,0,0,F,0,65
Male,50,Caucasian,0,0,0,16,M,0,152
Female,37,African-American,0,0,0,5,F,0,1
Female,49,Caucasian,0,0,0,4,M,0,4
Female,35,Caucasian,0,0,0,2,M,0,2
Male,21,Native American,0,0,1,0,M,1,1
Female,34,Caucasian,0,0,0,0,F,0,1
Male,25,Other,0,0,0,0,F,0,2
Male,21,Caucasian,0,0,0,1,F,0,1
Female,24,Caucasian,0,0,0,2,F,0,3
Female,24,African-American,0,0,1,11,M,1,77
Female,52,Caucasian,0,0,0,0,M,0,0
Female,29,African-American,0,0,0,1,F,0,0
Male,28,Caucasian,0,0,0,3,F,0,51
Male,52,Caucasian,0,0,0,0,M,0,5
Female,46,African-American,0,0,0,10,F,0,2
Female,34,African-American,0,0,0,1,M,0,21
Male,34,African-American,0,0,0,4,F,1,1
Male,57,African-American,0,0,0,8,M,1,5
Male,25,Caucasian,0,0,0,0,M,0,0
Male,40,African-American,0,0,0,15,F,1,72
Male,25,Caucasian,0,0,0,1,F,0,21
Male,22,African-American,0,0,0,2,M,1,1
Male,29,Caucasian,0,0,0,1,M,0,0
Male,47,African-American,0,0,0,1,M,0,4
Male,37,African-American,0,0,0,3,M,1,1
Female,43,African-American,0,0,0,0,F,0,0
Male,26,African-American,0,0,0,5,F,1,0
Male,24,Caucasian,0,0,0,2,F,1,1
Male,56,Caucasian,0,0,0,1,F,1,1
Male,23,African-American,0,0,1,2,F,1,2
Male,43,Caucasian,0,0,0,12,F,0,52
Male,32,Asian,0,0,0,0,M,0,1
Male,51,Other,0,0,0,0,M,0,0
Male,21,African-American,0,0,0,0,F,1,2
Male,51,African-American,0,0,0,2,F,0,25
Male,20,African-American,0,0,0,0,M,1,12
Male,39,Caucasian,0,0,0,1,F,0,1
Male,42,African-American,0,0,0,17,F,1,33
Male,58,Hispanic,0,0,0,1,M,0,2
Male,22,African-American,0,2,0,9,F,0,1
Female,48,Hispanic,0,0,0,0,F,0,1
Female,28,Other,0,0,1,1,F,0,0
Female,30,African-American,0,0,0,2,M,0,1
Male,45,African-American,0,0,0,7,F,0,2
Male,28,Caucasian,1,1,1,4,M,1,1
Male,29,African-American,0,0,0,6,F,1,150
Male,36,African-American,0,0,0,2,F,0,1
Female,24,Caucasian,0,0,0,9,M,1,9
Male,22,African-American,0,0,0,1,F,1,38
Male,63,African-American,0,0,0,8,F,0,4
Female,27,African-American,0,0,0,3,F,1,0
Male,50,Caucasian,0,0,0,1,F,0,1
Male,30,African-American,0,0,0,5,M,1,1
Male,28,Caucasian,0,0,0,0,F,1,1
Male,21,African-American,0,0,0,3,F,1,1
Male,21,African-American,0,0,0,0,M,0,5
Female,56,Caucasian,0,0,0,4,F,0,153
Male,26,Hispanic,0,0,1,2,M,0,0
Female,51,Caucasian,0,0,0,0,F,0,2
Female,49,Caucasian,0,0,0,0,M,0,1
Male,21,African-American,0,0,0,1,F,0,3
